transaction_id,user_id,merchant_id,ts,amount,country,device_type,label
3851,1873,309,2025-10-25 14:30:14.939139+00:00,2.64,IN,ios,0
40041,1863,535,2025-09-22 20:39:50.939139+00:00,13.34,IN,android,0
15268,225,935,2025-09-06 22:15:52.939139+00:00,214.98,BR,ios,0
49147,713,29,2025-08-30 19:50:47.939139+00:00,34.14,NG,android,0
30002,1013,128,2025-10-04 12:46:20.939139+00:00,15.46,NG,android,0
45927,80,558,2025-10-04 17:39:14.939139+00:00,95.94,NG,android,0
43825,940,482,2025-10-20 20:48:18.939139+00:00,11.2,US,ios,0
17241,240,850,2025-09-26 20:16:02.939139+00:00,143.26,IN,android,0
4893,337,601,2025-10-02 00:40:20.939139+00:00,109.16,IN,android,0
726,1277,738,2025-10-09 02:34:43.939139+00:00,105.81,US,android,0
22950,1140,922,2025-09-16 14:28:50.939139+00:00,20.1,US,web,0
34658,270,422,2025-08-23 05:07:06.939139+00:00,102.19,CA,android,0
37214,1925,301,2025-10-06 03:28:06.939139+00:00,346.9,FR,ios,0
20305,745,24,2025-11-10 12:27:08.939139+00:00,77.4,IN,android,0
15270,1592,340,2025-09-04 19:53:58.939139+00:00,22.45,IN,android,0
22368,1600,370,2025-10-17 10:14:36.939139+00:00,214.53,ZA,ios,0
42685,576,497,2025-10-04 04:36:44.939139+00:00,44.82,IN,web,1
46735,550,240,2025-09-07 16:26:17.939139+00:00,148.8,IN,ios,0
11733,915,9,2025-11-10 19:05:08.939139+00:00,66.06,US,android,0
18620,1526,583,2025-10-16 19:44:48.939139+00:00,12.73,IN,ios,0
48493,1169,591,2025-10-06 21:30:19.939139+00:00,10.1,US,ios,0
26804,1320,100,2025-09-20 22:14:50.939139+00:00,16.31,IN,ios,0
44306,49,900,2025-11-05 16:16:29.939139+00:00,39.12,US,android,0
47523,1193,411,2025-11-08 03:51:36.939139+00:00,33.73,FR,web,0
32208,1630,902,2025-08-26 12:00:56.939139+00:00,47.35,CA,android,0
2531,1896,105,2025-09-10 06:05:00.939139+00:00,59.36,US,ios,0
17747,1991,283,2025-11-14 12:51:14.939139+00:00,36.6,AU,android,0
8271,600,215,2025-09-27 02:29:15.939139+00:00,105.42,IN,ios,0
15080,1986,268,2025-10-16 18:15:22.939139+00:00,98.27,GB,android,0
13625,64,587,2025-09-05 08:53:19.939139+00:00,64.9,US,ios,0
30639,1223,716,2025-08-26 20:43:47.939139+00:00,25.93,US,ios,0
30441,1371,502,2025-09-13 15:36:08.939139+00:00,10.95,US,android,0
36057,1704,114,2025-10-31 08:09:27.939139+00:00,28.96,DE,ios,0
42652,706,913,2025-11-05 15:15:15.939139+00:00,160.61,US,ios,0
36804,1966,785,2025-09-28 09:24:23.939139+00:00,42.99,US,android,0
48225,1276,294,2025-11-15 03:50:21.939139+00:00,58.62,US,ios,0
29227,1703,230,2025-09-30 08:23:58.939139+00:00,105.49,IN,web,0
5634,707,879,2025-09-06 22:42:24.939139+00:00,54.23,US,android,0
5988,1802,525,2025-11-14 17:08:51.939139+00:00,59.37,US,android,0
48064,765,965,2025-09-05 11:09:12.939139+00:00,16.29,US,android,0
1813,526,17,2025-10-31 19:07:42.939139+00:00,67.77,NG,android,0
27579,1996,429,2025-10-12 21:25:07.939139+00:00,413.55,GB,ios,0
16824,1915,873,2025-08-25 12:34:52.939139+00:00,43.06,ZA,android,0
3929,196,230,2025-08-24 13:36:41.939139+00:00,221.67,US,ios,0
37287,1486,752,2025-11-19 23:38:52.939139+00:00,55.08,US,ios,0
25046,1141,452,2025-09-27 22:29:38.939139+00:00,25.39,AU,android,0
15728,1729,208,2025-09-11 22:16:32.939139+00:00,319.47,US,ios,0
29601,75,578,2025-11-15 07:43:00.939139+00:00,146.89,IN,android,0
10431,1975,388,2025-09-15 07:29:48.939139+00:00,641.44,US,web,0
25769,1861,774,2025-08-24 13:08:26.939139+00:00,23.44,US,android,0
29104,794,369,2025-10-07 02:56:52.939139+00:00,121.4,BR,android,0
36538,186,854,2025-09-23 04:41:13.939139+00:00,78.41,US,ios,0
39329,1743,749,2025-09-17 08:01:25.939139+00:00,132.62,NG,android,0
35540,933,737,2025-11-13 09:33:37.939139+00:00,72.85,IN,android,0
28076,1875,974,2025-11-05 21:34:36.939139+00:00,16.94,CA,android,0
17841,1703,672,2025-10-11 19:41:50.939139+00:00,206.21,ZA,android,0
27803,404,153,2025-11-20 00:16:38.939139+00:00,55.54,NG,android,0
7683,884,37,2025-09-21 16:28:52.939139+00:00,109.98,CA,web,0
24280,49,838,2025-11-11 00:34:15.939139+00:00,84.43,US,web,0
33071,1618,695,2025-11-19 18:39:26.939139+00:00,19.48,CA,android,0
35558,1974,51,2025-09-27 23:53:04.939139+00:00,11.08,BR,android,0
37190,902,268,2025-09-16 11:26:09.939139+00:00,120.29,BR,android,0
47150,643,544,2025-09-15 11:01:18.939139+00:00,11.01,ZA,android,0
46916,259,45,2025-11-19 04:07:41.939139+00:00,54.59,IN,android,0
9802,405,97,2025-08-31 12:51:50.939139+00:00,11.15,AU,android,0
38801,339,81,2025-09-20 06:41:56.939139+00:00,145.32,US,ios,0
24670,936,324,2025-10-02 09:23:06.939139+00:00,46.71,GB,android,0
44234,1229,502,2025-10-01 00:38:05.939139+00:00,91.24,IN,ios,0
31920,221,762,2025-11-10 15:38:14.939139+00:00,416.0,IN,android,0
7135,1362,626,2025-10-10 07:42:06.939139+00:00,15.41,US,ios,0
33705,1479,202,2025-09-12 17:20:10.939139+00:00,394.58,US,ios,0
29661,1190,960,2025-10-12 06:16:42.939139+00:00,71.45,US,ios,0
17894,999,468,2025-10-23 13:45:54.939139+00:00,46.12,FR,web,0
22019,275,256,2025-11-02 23:03:24.939139+00:00,728.64,FR,android,0
13539,77,363,2025-10-28 20:23:35.939139+00:00,209.3,GB,android,0
43119,1809,165,2025-10-19 14:23:33.939139+00:00,36.45,FR,android,0
36421,1866,327,2025-10-21 16:53:41.939139+00:00,59.03,US,android,0
9406,1728,402,2025-08-24 13:05:20.939139+00:00,104.12,US,android,0
13414,1450,543,2025-11-14 11:11:40.939139+00:00,94.72,GB,android,0
6721,901,103,2025-09-29 01:17:58.939139+00:00,15.56,IN,android,1
15602,8,920,2025-11-01 14:37:04.939139+00:00,10.96,ZA,android,0
44744,97,608,2025-08-26 05:49:33.939139+00:00,58.48,NG,android,0
31139,29,539,2025-09-11 13:25:59.939139+00:00,249.77,GB,android,0
2730,972,459,2025-08-26 02:20:52.939139+00:00,33.99,IN,web,0
38243,1014,605,2025-10-09 21:37:20.939139+00:00,188.73,IN,android,0
29626,847,715,2025-10-27 06:04:18.939139+00:00,14.15,GB,android,0
47895,482,551,2025-10-16 06:00:30.939139+00:00,226.7,AU,ios,0
42091,1512,165,2025-08-29 19:53:42.939139+00:00,44.01,US,android,0
36400,1463,298,2025-09-16 01:15:20.939139+00:00,72.57,GB,android,0
6245,109,300,2025-10-27 16:06:05.939139+00:00,200.97,ZA,android,0
5546,1630,24,2025-10-11 23:20:18.939139+00:00,173.61,US,ios,0
4065,1121,330,2025-09-29 07:58:26.939139+00:00,2.59,DE,android,0
12852,1364,417,2025-11-02 04:33:49.939139+00:00,228.41,AU,ios,0
21803,617,876,2025-08-29 08:19:26.939139+00:00,73.59,US,android,0
41164,552,456,2025-10-19 23:57:36.939139+00:00,2.32,IN,android,0
6233,1201,198,2025-09-17 16:35:33.939139+00:00,47.29,US,ios,0
3863,1957,317,2025-10-19 19:04:33.939139+00:00,77.01,IN,android,0
35095,1391,230,2025-11-06 23:10:34.939139+00:00,30.07,US,android,0
40196,1174,458,2025-10-30 14:04:41.939139+00:00,40.16,NG,android,0
39251,477,796,2025-10-06 23:40:37.939139+00:00,210.09,IN,ios,0
6218,61,124,2025-11-08 06:12:57.939139+00:00,213.69,US,android,0
36776,1472,886,2025-11-03 06:23:51.939139+00:00,209.08,NG,web,0
42977,543,749,2025-10-01 18:06:24.939139+00:00,62.67,IN,android,0
48468,458,956,2025-11-10 15:25:30.939139+00:00,15.78,US,android,0
14832,1833,764,2025-09-26 21:33:18.939139+00:00,79.31,FR,ios,0
30093,157,835,2025-10-11 16:09:28.939139+00:00,45.21,AU,web,0
8894,788,352,2025-09-19 16:53:14.939139+00:00,77.83,US,ios,0
6021,1473,368,2025-10-18 21:25:31.939139+00:00,215.19,IN,android,0
46089,1766,742,2025-11-14 11:24:39.939139+00:00,139.22,AU,android,0
15243,481,104,2025-10-01 06:44:12.939139+00:00,24.04,GB,android,1
45308,1831,69,2025-10-11 00:08:01.939139+00:00,111.32,FR,android,0
26551,844,986,2025-11-01 21:19:23.939139+00:00,32.41,US,ios,0
6035,46,952,2025-09-07 01:20:27.939139+00:00,112.3,IN,ios,0
7906,144,18,2025-11-20 15:44:59.939139+00:00,25.15,US,android,0
32226,1574,305,2025-10-18 01:58:53.939139+00:00,33.26,GB,ios,0
6018,414,783,2025-11-12 16:30:52.939139+00:00,303.61,CA,android,0
21880,1658,95,2025-08-28 05:15:58.939139+00:00,164.57,CA,ios,0
2792,495,639,2025-09-06 21:33:52.939139+00:00,11.24,GB,android,0
42606,151,622,2025-10-08 19:57:28.939139+00:00,90.32,DE,ios,0
5824,993,305,2025-09-06 01:48:25.939139+00:00,75.69,AU,android,0
15388,1730,282,2025-09-09 15:07:24.939139+00:00,99.52,DE,android,0
29562,885,643,2025-10-30 17:46:08.939139+00:00,9.02,IN,android,0
39476,1484,725,2025-08-23 18:10:04.939139+00:00,144.73,US,android,0
293,855,370,2025-09-17 07:48:20.939139+00:00,29.51,ZA,android,0
16958,2000,309,2025-09-21 06:01:34.939139+00:00,37.6,FR,android,1
30861,1264,862,2025-11-19 02:32:06.939139+00:00,74.81,IN,android,0
14074,1967,473,2025-10-04 16:21:57.939139+00:00,10.05,IN,android,0
21857,1680,655,2025-09-16 05:21:51.939139+00:00,180.11,AU,ios,0
22080,1909,602,2025-09-02 04:11:43.939139+00:00,18.97,US,ios,0
17024,734,716,2025-09-07 22:17:00.939139+00:00,72.41,IN,ios,0
8740,1182,549,2025-09-11 23:34:43.939139+00:00,19.98,BR,android,0
15826,1724,829,2025-10-10 11:53:10.939139+00:00,20.92,BR,ios,0
2742,305,576,2025-10-06 02:55:21.939139+00:00,26.57,IN,ios,0
18049,1833,276,2025-11-17 05:08:28.939139+00:00,3.45,US,ios,0
49937,1523,918,2025-09-30 13:01:48.939139+00:00,27.22,DE,ios,0
17373,1978,735,2025-10-23 17:18:08.939139+00:00,1599.31,NG,web,1
22022,951,257,2025-10-30 21:20:14.939139+00:00,81.0,DE,android,0
46365,696,537,2025-09-05 15:03:17.939139+00:00,9.98,AU,android,0
23538,542,817,2025-09-14 06:35:57.939139+00:00,131.52,AU,android,0
45500,174,513,2025-10-08 03:04:19.939139+00:00,268.2,US,ios,0
40186,323,210,2025-09-04 09:23:44.939139+00:00,60.05,CA,ios,0
9614,1019,786,2025-09-07 00:22:39.939139+00:00,49.64,IN,ios,0
43282,1971,338,2025-10-23 21:35:26.939139+00:00,97.87,US,android,0
37892,1609,159,2025-10-02 03:49:09.939139+00:00,78.94,IN,ios,0
26179,443,940,2025-11-04 09:46:17.939139+00:00,69.21,DE,android,1
45893,1324,251,2025-11-09 20:19:02.939139+00:00,49.92,ZA,android,0
20934,1411,488,2025-10-10 20:24:44.939139+00:00,90.75,US,android,0
40972,796,612,2025-08-28 04:56:43.939139+00:00,60.67,NG,web,0
22225,1473,485,2025-08-24 12:23:47.939139+00:00,40.82,US,android,0
24382,665,931,2025-09-05 17:12:34.939139+00:00,354.87,US,ios,0
34856,1686,289,2025-10-08 04:04:32.939139+00:00,83.35,US,ios,0
48578,1434,119,2025-10-30 19:55:42.939139+00:00,9.97,US,ios,0
38537,23,187,2025-11-11 19:14:57.939139+00:00,174.43,IN,android,0
31756,1807,802,2025-09-27 05:06:51.939139+00:00,148.67,BR,android,0
7754,1782,381,2025-11-09 10:18:15.939139+00:00,14.26,US,android,0
46639,355,173,2025-08-31 11:26:39.939139+00:00,311.55,IN,android,0
43835,849,327,2025-10-29 04:25:17.939139+00:00,87.57,IN,android,1
26236,262,133,2025-10-30 22:30:44.939139+00:00,11.72,US,android,0
44230,49,702,2025-09-01 20:25:21.939139+00:00,15.14,US,android,0
49597,1908,435,2025-09-14 23:13:02.939139+00:00,53.16,CA,android,0
18553,1367,448,2025-10-29 14:30:07.939139+00:00,27.9,DE,android,0
43137,842,127,2025-11-01 16:10:14.939139+00:00,94.06,FR,ios,0
36673,1078,194,2025-08-25 03:17:18.939139+00:00,101.83,US,android,0
43650,1212,756,2025-11-07 08:39:10.939139+00:00,29.55,IN,ios,0
3941,1679,191,2025-10-05 01:46:02.939139+00:00,18.27,ZA,android,0
31497,1162,708,2025-09-15 05:35:33.939139+00:00,43.67,US,android,0
26594,132,980,2025-10-02 12:06:09.939139+00:00,259.6,CA,android,0
23922,828,72,2025-08-23 04:18:56.939139+00:00,63.92,US,web,0
26403,1219,605,2025-10-14 03:17:43.939139+00:00,14.77,GB,ios,0
45943,324,956,2025-10-03 22:59:25.939139+00:00,4.58,IN,android,0
48526,713,207,2025-10-26 09:54:46.939139+00:00,36.31,DE,ios,0
18316,764,990,2025-10-24 11:01:43.939139+00:00,28.61,GB,android,0
36894,786,572,2025-10-07 11:38:07.939139+00:00,53.06,GB,ios,0
26696,472,43,2025-11-05 06:11:59.939139+00:00,46.35,IN,android,0
42128,791,768,2025-08-30 16:50:40.939139+00:00,310.37,FR,android,0
14171,516,646,2025-09-29 09:02:46.939139+00:00,301.6,US,android,0
3733,698,341,2025-08-26 15:58:39.939139+00:00,15.41,IN,web,0
7882,580,613,2025-10-27 14:11:49.939139+00:00,18.19,US,android,0
6017,610,317,2025-10-20 01:18:23.939139+00:00,60.68,DE,android,0
23030,1200,513,2025-11-14 23:38:57.939139+00:00,470.09,GB,ios,0
35474,1681,673,2025-09-19 23:49:31.939139+00:00,40.12,US,android,0
49686,326,193,2025-08-26 13:29:24.939139+00:00,88.82,NG,android,1
4818,164,148,2025-09-01 11:40:02.939139+00:00,8.32,IN,ios,0
41694,164,78,2025-09-10 03:50:15.939139+00:00,94.23,IN,ios,0
12008,1298,373,2025-11-05 02:26:06.939139+00:00,35.17,CA,android,0
41328,216,798,2025-10-07 04:17:45.939139+00:00,46.66,US,android,0
9507,1127,371,2025-10-30 21:47:43.939139+00:00,35.41,US,android,0
44799,538,114,2025-08-28 19:22:52.939139+00:00,30.0,US,android,0
34063,620,26,2025-10-01 15:22:59.939139+00:00,98.82,AU,android,0
27475,446,428,2025-08-24 20:18:29.939139+00:00,43.98,US,android,0
31144,1290,913,2025-11-20 01:26:34.939139+00:00,21.97,GB,android,0
21236,1137,676,2025-10-07 04:42:51.939139+00:00,67.47,US,web,0
1391,785,121,2025-11-08 14:07:55.939139+00:00,89.17,BR,android,1
38250,641,701,2025-09-25 16:17:40.939139+00:00,6.79,IN,web,0
37625,1277,462,2025-10-08 21:19:23.939139+00:00,132.24,US,ios,0
42029,1848,494,2025-10-03 07:01:45.939139+00:00,15.71,IN,ios,0
20835,1659,991,2025-11-20 13:55:36.939139+00:00,96.38,US,android,0
14758,740,924,2025-08-31 05:24:10.939139+00:00,35.1,CA,ios,0
26397,1228,572,2025-11-16 23:51:31.939139+00:00,12.01,FR,web,0
6809,1835,738,2025-09-07 14:22:01.939139+00:00,302.51,US,android,0
9226,265,618,2025-08-30 02:12:11.939139+00:00,44.8,US,android,0
48395,1175,491,2025-09-11 18:50:12.939139+00:00,184.44,US,android,0
5396,1590,548,2025-10-31 19:50:18.939139+00:00,94.18,DE,android,0
6944,1964,182,2025-09-16 16:32:35.939139+00:00,47.85,DE,android,0
23871,1331,963,2025-10-04 06:24:47.939139+00:00,76.74,GB,ios,0
32493,907,72,2025-10-20 09:34:02.939139+00:00,63.84,DE,ios,0
36346,366,469,2025-09-17 13:17:40.939139+00:00,31.91,CA,ios,0
10756,1611,274,2025-09-20 07:36:14.939139+00:00,52.23,US,ios,0
12302,1305,675,2025-10-07 01:40:07.939139+00:00,217.62,GB,web,0
48387,1989,896,2025-10-30 03:11:13.939139+00:00,15.22,NG,ios,0
42746,907,569,2025-10-19 21:10:27.939139+00:00,43.93,NG,android,0
29090,1866,664,2025-09-21 14:12:42.939139+00:00,21.43,US,ios,0
44713,1054,486,2025-10-29 13:20:36.939139+00:00,28.96,NG,android,0
14344,473,466,2025-08-24 15:25:13.939139+00:00,102.81,IN,ios,0
38173,381,682,2025-08-26 00:06:40.939139+00:00,7.48,NG,ios,0
5072,1314,960,2025-11-11 04:26:15.939139+00:00,13.42,US,android,0
24122,63,36,2025-08-31 05:47:59.939139+00:00,244.39,IN,android,0
48810,197,472,2025-09-22 12:19:50.939139+00:00,67.9,IN,android,0
17821,943,489,2025-09-29 16:28:09.939139+00:00,19.11,US,ios,0
1123,759,725,2025-09-15 14:49:02.939139+00:00,73.4,US,android,0
11265,32,870,2025-10-24 06:16:33.939139+00:00,116.1,IN,web,0
30580,23,542,2025-09-04 09:05:39.939139+00:00,150.81,IN,android,0
45465,579,783,2025-08-26 19:08:34.939139+00:00,0.77,IN,android,0
48217,1113,725,2025-08-29 16:46:23.939139+00:00,16.62,IN,ios,0
43045,1978,974,2025-08-26 06:04:21.939139+00:00,48.25,IN,ios,0
15657,772,349,2025-10-10 02:57:29.939139+00:00,32.28,IN,android,0
1901,758,869,2025-11-11 04:43:50.939139+00:00,55.48,US,ios,0
148,1699,628,2025-08-22 23:33:37.939139+00:00,70.61,US,web,0
29643,1695,693,2025-10-24 03:20:18.939139+00:00,25.96,US,android,0
3212,1767,959,2025-09-21 07:08:31.939139+00:00,14.02,IN,web,0
43851,1545,718,2025-09-12 18:57:40.939139+00:00,92.24,US,android,0
2355,570,759,2025-09-30 09:02:42.939139+00:00,2280.98,US,android,0
31521,700,185,2025-09-18 21:49:04.939139+00:00,1.96,FR,web,0
42584,962,135,2025-08-31 07:11:51.939139+00:00,34.46,CA,ios,0
43338,1511,637,2025-09-03 08:59:19.939139+00:00,308.48,AU,android,1
45285,320,723,2025-11-08 21:08:55.939139+00:00,122.1,CA,android,0
46957,515,229,2025-10-08 18:34:11.939139+00:00,119.01,FR,android,0
48791,1623,215,2025-11-01 14:39:37.939139+00:00,30.3,ZA,android,0
36586,753,552,2025-08-23 13:16:03.939139+00:00,17.45,GB,ios,0
10466,1397,958,2025-09-01 11:14:19.939139+00:00,41.76,ZA,android,0
7822,831,104,2025-10-08 17:16:31.939139+00:00,51.81,DE,ios,0
7206,614,865,2025-10-27 14:54:25.939139+00:00,28.55,US,android,0
6414,542,375,2025-11-17 23:34:05.939139+00:00,101.32,IN,ios,0
34047,1956,192,2025-09-16 01:52:20.939139+00:00,184.54,US,android,0
12729,1867,847,2025-11-09 11:39:07.939139+00:00,62.76,IN,android,0
6926,1495,496,2025-10-24 14:55:02.939139+00:00,33.47,US,ios,0
27996,612,191,2025-10-10 04:20:38.939139+00:00,13.91,NG,android,0
37613,821,532,2025-08-29 12:12:30.939139+00:00,446.52,US,android,0
39484,851,234,2025-08-30 13:45:51.939139+00:00,50.7,IN,web,0
3017,1846,309,2025-11-19 16:41:53.939139+00:00,19.77,IN,web,0
1641,1185,792,2025-09-02 18:27:52.939139+00:00,9.74,AU,web,0
8884,1412,160,2025-09-13 10:05:18.939139+00:00,164.69,IN,android,0
37602,570,624,2025-10-19 10:12:20.939139+00:00,92.7,IN,android,0
12970,1311,849,2025-09-30 06:26:36.939139+00:00,11.17,US,ios,0
23464,1654,885,2025-10-22 05:50:55.939139+00:00,128.86,IN,ios,0
15758,763,951,2025-08-23 10:49:56.939139+00:00,224.82,US,ios,0
44077,1316,324,2025-09-06 06:35:15.939139+00:00,187.42,CA,ios,0
4087,476,513,2025-11-17 02:30:32.939139+00:00,62.75,US,ios,0
509,1967,281,2025-10-12 12:06:33.939139+00:00,23.04,IN,web,0
6355,1306,736,2025-11-06 15:35:35.939139+00:00,613.57,US,android,0
29645,136,195,2025-09-13 13:16:27.939139+00:00,11.21,BR,android,0
20816,1537,235,2025-11-13 15:17:36.939139+00:00,121.12,BR,ios,0
6235,314,149,2025-11-10 04:57:10.939139+00:00,156.61,AU,android,0
31990,113,320,2025-10-23 09:24:20.939139+00:00,158.48,IN,android,0
12996,71,798,2025-09-18 05:30:04.939139+00:00,18.26,US,ios,0
42502,1049,439,2025-11-20 12:04:47.939139+00:00,42.27,US,android,0
38921,1956,780,2025-09-10 01:05:13.939139+00:00,525.5,US,android,0
263,664,467,2025-10-13 12:59:25.939139+00:00,34.41,IN,ios,0
7892,415,144,2025-09-28 07:32:17.939139+00:00,28.56,US,android,0
10528,958,159,2025-09-23 16:56:56.939139+00:00,348.81,US,ios,0
18601,869,827,2025-10-07 17:42:35.939139+00:00,34.29,BR,android,0
24115,1718,701,2025-10-02 12:41:23.939139+00:00,190.52,GB,ios,1
33499,1897,622,2025-11-02 01:48:53.939139+00:00,74.6,US,android,0
13472,1294,728,2025-09-20 09:16:54.939139+00:00,150.56,GB,ios,1
31726,1486,979,2025-11-20 09:27:43.939139+00:00,44.73,AU,ios,0
23691,1144,344,2025-11-07 09:13:33.939139+00:00,47.21,FR,android,1
10558,494,451,2025-09-06 14:00:18.939139+00:00,840.43,US,web,0
6557,858,243,2025-11-09 21:58:56.939139+00:00,39.34,US,ios,0
45578,747,870,2025-09-10 22:19:44.939139+00:00,12.69,FR,ios,0
41504,1514,758,2025-11-08 03:49:41.939139+00:00,32.53,CA,android,0
27873,716,126,2025-11-18 08:48:21.939139+00:00,21.72,US,ios,0
10811,1615,770,2025-09-19 07:56:49.939139+00:00,303.8,AU,android,0
38215,870,844,2025-08-24 22:22:58.939139+00:00,17.08,IN,android,1
11731,773,996,2025-09-17 09:50:07.939139+00:00,7.04,CA,ios,0
27439,889,226,2025-10-19 01:00:32.939139+00:00,60.84,IN,web,0
21780,824,841,2025-10-31 09:06:15.939139+00:00,27.62,GB,ios,0
34080,1632,14,2025-09-28 09:10:50.939139+00:00,29.57,IN,ios,0
22916,1988,14,2025-11-08 16:39:07.939139+00:00,124.46,US,web,0
8086,1735,476,2025-10-16 14:18:51.939139+00:00,99.38,US,android,0
43468,928,329,2025-10-28 08:51:53.939139+00:00,17.27,BR,ios,0
14710,1677,588,2025-09-28 14:09:54.939139+00:00,23.02,US,android,0
15467,561,45,2025-09-30 22:03:07.939139+00:00,26.07,DE,android,0
37173,1184,873,2025-09-05 12:56:42.939139+00:00,28.84,GB,android,0
28749,102,820,2025-09-12 01:28:33.939139+00:00,40.16,FR,web,0
3105,999,176,2025-09-03 19:55:51.939139+00:00,8.93,FR,web,0
709,691,836,2025-09-27 07:52:05.939139+00:00,16.29,DE,android,0
38386,1422,621,2025-10-26 14:07:14.939139+00:00,81.32,US,android,0
23445,1669,440,2025-10-21 00:37:44.939139+00:00,59.04,IN,web,0
26511,1335,551,2025-11-08 10:25:26.939139+00:00,22.77,IN,ios,0
8467,274,34,2025-10-22 15:51:00.939139+00:00,99.28,IN,web,0
6231,1572,203,2025-09-27 15:22:33.939139+00:00,28.09,IN,android,0
46359,1245,273,2025-11-12 14:40:55.939139+00:00,8.62,AU,web,0
39358,977,382,2025-09-01 16:23:03.939139+00:00,29.3,IN,android,0
16387,1069,902,2025-10-04 04:13:59.939139+00:00,50.7,US,web,1
34166,399,263,2025-10-28 01:50:23.939139+00:00,1149.1,US,android,0
4169,1406,451,2025-10-27 17:46:31.939139+00:00,11.04,NG,ios,0
5804,369,517,2025-09-06 10:45:33.939139+00:00,102.42,CA,ios,0
12754,940,796,2025-10-18 08:45:53.939139+00:00,790.86,IN,android,0
2190,1356,543,2025-08-29 12:28:44.939139+00:00,79.11,NG,android,0
